provinsi,tahun,indikator,nilai,Sumber
Sumatera Utara,2014,Kasus Malaria Positif,9357,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2015,Kasus Diare Dilayani,229557,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2015,Kasus ISPA/Pneumonia,17226,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2015,Kasus Kusta Baru,197,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2015,Kasus Malaria Positif,6840,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2016,Kasus Diare Dilayani,0,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2016,Kasus ISPA/Pneumonia,7997,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2016,Kasus Kusta Baru,177,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2016,Kasus Malaria Positif,3807,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2017,Kasus ISPA/Pneumonia,5452,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2017,Kasus Kusta Baru,158,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2017,Kasus Malaria Positif,2442,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2018,Kasus Diare Dilayani,128088,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2018,Kasus ISPA/Pneumonia,6293,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2018,Kasus Kusta Baru,177,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2018,Kasus Malaria Positif,1299,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2019,Kasus Diare Dilayani,215250,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2019,Kasus ISPA/Pneumonia,6625,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2019,Kasus Kusta Baru,192,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2019,Kasus Malaria Positif,1033,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2020,Kasus Diare Dilayani,200335,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2020,Kasus ISPA/Pneumonia,2508,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2020,Kasus Kusta Baru,108,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2020,Kasus Malaria Positif,998,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2021,Kasus Diare Dilayani,26945,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2021,Kasus ISPA/Pneumonia,3345,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2021,Kasus Kusta Baru,114,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2021,Kasus Malaria Positif,2531,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2022,Kasus Diare Dilayani,174199,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2022,Kasus ISPA/Pneumonia,5098,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2022,Kasus Kusta Baru,54,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2022,Kasus Malaria Positif,5226,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2023,Kasus Diare Dilayani,105226,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2023,Kasus ISPA/Pneumonia,5028,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2023,Kasus Kusta Baru,153,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2023,Kasus Malaria Positif,4921,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2024,Kasus Diare Dilayani,133953,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2024,Kasus ISPA/Pneumonia,6328,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2024,Kasus Kusta Baru,108,data/raw/profil_kesehatan_kemenkes/
Sumatera Utara,2024,Kasus Malaria Positif,6596,data/raw/profil_kesehatan_kemenkes/
